"Age","Used.Last.Month.Cosmetics","Used.Last.Month.Perfumes","Used.Last.Month.Skincare","Purchase.Frequency.Cosmetics","Purchase.Frequency.Perfumes","Purchase.Frequency.Skincare","POS.Department.Stores","POS.Boutiques","POS.Duty.Free","POS.Online","Purchase.Amount.Cosmetics","Purchase.Amount.Perfumes","Purchase.Amount.Skincare","Purchase.Touchpoint.Friends.and.Family.Cosmetics","Purchase.Touchpoint.Friends.and.Family.Perfumes","Purchase.Touchpoint.Friends.and.Family.Skincare","Purchase.Touchpoint.Magazines.Cosmetics","Purchase.Touchpoint.Magazines.Perfumes","Purchase.Touchpoint.Magazines.Skincare","Purchase.Touchpoint.Web.Sites.and.Blogs.Cosmetics","Purchase.Touchpoint.Web.Sites.and.Blogs.Perfumes","Purchase.Touchpoint.Web.Sites.and.Blogs.Skincare","Purchase.Touchpoint.POS.Cosmetics","Purchase.Touchpoint.POS.Perfumes","Purchase.Touchpoint.POS.Skincare","Purchase.Touchpoint.Social.Media.Cosmetics","Purchase.Touchpoint.Social.Media.Perfumes","Purchase.Touchpoint.Social.Media.Skincare","Purchase.Touchpoint.TV.Cosmetics","Purchase.Touchpoint.TV.Perfumes","Purchase.Touchpoint.TV.Skincare","Purchase.Touchpoint.OOH.Cosmetics","Purchase.Touchpoint.OOH.Perfumes","Purchase.Touchpoint.OOH.Skincare","Purchase.Touchpoint.Online.Display.Cosmetics","Purchase.Touchpoint.Online.Display.Perfumes","Purchase.Touchpoint.Online.Display.Skincare","Activity.Frequency.Restaurants","Activity.Frequency.Movie.Theater","Activity.Frequency.Theater.and.Shows","Activity.Frequency.Bars.and.Night.Clubs","Activity.Frequency.Excercise","Actitude.Luxury.Category","Actitude.Luxury.Purchases","Actitude.Tendencies.Cosmetics","Actitude.Tendencies.Perfumes","Actitude.Tendencies.Skincare","Brand.Identification.Cosmetics","Brand.Identification.Perfumes","Brand.Identification.Skincare","Purchase.Chanel.Cosmetics","Purchase.Chanel.Perfumes","Purchase.Chanel.Skincare","Marital.Status","Motherhood.Status","Educational.Level","Occupation","Socioeconomic.Status"
40,"Sí","Sí","Sí",3,3,1,1,1,1,1,500,2000,500,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,7,15,15,15,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","MAC","Chance","Estée Lauder","Sí","Sí","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
44,"Sí","Sí","Sí",1,1,1,1,0,0,0,500,500,500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,30,90,7,7,"Prestigio","Me gusta sentirme bien","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Lancomê","Cool Water","Biotherm","Sí","No","No","Soltera","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
24,"Sí","Sí","No",1,6,3,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,30,90,90,7,"Un precio alto","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Clinique","212 VIP","Clinique","No","No","No","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",1
28,"Sí","Sí","Sí",12,12,12,1,1,1,0,500,2000,3500,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,90,90,30,30,30,"Exclusividad","Me gusta sentirme bien","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Chanel","Chance","Chanel","Sí","Sí","Sí","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
46,"Sí","Sí","Sí",12,12,6,1,0,0,0,500,2000,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,90,0,30,"Exclusividad","Me gustan los placeres de la vida","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Lancomê","Chance","shelo nabel","No","No","No","Divorciada/Separada","No","Posgrado / Pós-graduação","PROFESIONISTA",2
48,"Sí","Sí","Sí",1,3,3,1,0,0,0,500,2000,2000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,30,90,0,0,0,"Calidad excepcional","Me gusta sentirme bien","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Clinique","Amarige","Lancomê","No","No","No","Casada","Sí","Báscio / Ensino Fundamental","JUBILADA",2
36,"Sí","Sí","Sí",3,12,6,1,1,0,0,500,2000,500,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,7,90,90,0,"Calidad excepcional","Me gusta sentirme bien","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","Allure","Kiehls","No","Sí","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
44,"Sí","Sí","Sí",3,6,3,1,0,0,0,2000,2000,2000,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,15,15,30,30,7,"Calidad excepcional","Me gustan los placeres de la vida","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Lancomê","Happy","Clinique","Sí","No","Sí","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
23,"Sí","Sí","Sí",12,12,3,0,0,1,0,500,500,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,30,90,0,7,"Un precio alto","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","CH","Nivea","No","No","No","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",1
22,"Sí","Sí","Sí",6,12,3,1,0,0,1,2000,2000,500,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,7,15,30,15,7,"Calidad excepcional","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Estée Lauder","Daisy","Roche possay","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
52,"Sí","Sí","Sí",1,6,1,1,0,0,0,500,2000,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,30,90,30,7,"Calidad excepcional","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Clinique","No. 5","Clarins","No","Sí","Sí","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
25,"Sí","Sí","Sí",6,6,3,1,0,0,0,2000,2000,500,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,7,7,90,7,7,"Calidad excepcional","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Dior","miss dior","vichy","No","Sí","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
43,"Sí","Sí","Sí",12,12,6,1,0,1,0,500,500,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,30,90,90,90,0,"Calidad excepcional","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Clinique","Dona Karan","Lancomê","No","No","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
31,"Sí","Sí","Sí",1,6,1,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,30,90,90,15,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","Chance","Estée Lauder","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
24,"Sí","Sí","Sí",1,1,1,0,0,1,0,2000,2000,2000,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,90,30,90,7,90,"Exclusividad","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","mary kay","mary kay","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
31,"Sí","Sí","Sí",1,3,3,1,1,0,0,500,500,500,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,30,90,0,90,7,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Clinique","Cool Water","Clinique","No","No","No","Soltera","Sí","Licenciatura / Ensino Superior","AMA DE CASA",1
41,"Sí","Sí","Sí",3,1,3,1,1,0,0,500,2000,2000,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,90,90,90,15,"Exclusividad","Me gusta sentirme bien","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Chanel","Coco Mademoiselle","Lancomê","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
42,"Sí","Sí","Sí",1,3,1,1,0,0,0,500,500,500,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30,30,0,0,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Lancomê","Acqua di Gioia","Lancomê","Sí","No","No","Casada","Sí","Báscio / Ensino Fundamental","AMA DE CASA",1
32,"Sí","Sí","Sí",6,6,3,1,1,0,0,500,2000,500,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,7,90,0,0,0,"Un precio alto","Busco la mejor calidad","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Lancomê","givenchi","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",2
28,"Sí","Sí","Sí",1,1,1,1,1,1,0,500,500,500,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,30,15,15,15,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","MAC","J'adore","Lancomê","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
31,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,500,500,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,7,90,0,30,"Un precio alto","Me gusta sentirme bien","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","ckin2u","lbel","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
47,"Sí","Sí","Sí",6,6,1,1,1,1,0,2000,2000,2000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,7,15,90,0,7,"Calidad excepcional","Estoy acostumbrada a ellos","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Chanel","EAU PREMIERE DE CHANEL","Lancomê","Sí","No","No","Casada","Sí","Posgrado / Pós-graduação","PROFESIONISTA",1
28,"Sí","Sí","Sí",1,3,1,1,0,0,0,500,500,2000,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,30,7,90,15,0,"Calidad excepcional","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Clinique","CH","Clinique","Sí","No","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
35,"Sí","Sí","Sí",3,12,1,1,0,0,0,500,500,500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,30,90,0,7,"Calidad excepcional","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Lancomê","TOMMY GIRL","Estée Lauder","No","No","No","Soltera","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
42,"Sí","No","No",6,12,12,1,0,0,0,500,500,500,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,7,7,30,90,15,"Un precio alto","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Lancomê","Acqua di Gioia","Lancomê","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
44,"Sí","Sí","Sí",6,6,6,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,90,0,0,7,"Calidad excepcional","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","J'adore","Mary Key","No","No","No","Soltera","Sí","Licenciatura / Ensino Superior","DESEMPLEADA",1
32,"Sí","Sí","Sí",6,6,1,1,0,0,0,500,3500,2000,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,30,7,90,90,7,"Exclusividad","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","ralph lauren","forever living","No","No","No","Soltera","No","Posgrado / Pós-graduação","ESTUDIANTE",1
50,"Sí","Sí","Sí",3,6,1,1,0,0,0,500,2000,500,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,15,7,90,90,7,"Exclusividad","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Clinique","J'adore","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",1
25,"Sí","No","Sí",1,3,0,1,0,0,0,2000,500,500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15,7,90,7,15,"Calidad excepcional","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Chanel","Acqua di Gioia","Clarins","Sí","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
39,"Sí","Sí","Sí",12,12,12,1,0,0,0,500,2000,500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,90,90,90,30,"Exclusividad","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","MAC","CH","Biotherm","No","No","No","Casada","No","Posgrado / Pós-graduação","PROFESIONISTA",2
23,"Sí","Sí","Sí",1,12,3,1,0,0,1,500,2000,500,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,15,7,0,15,30,"Calidad excepcional","He trabajado duro para tenerlos","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Otra. ¿Cuál?","Dot Marc Jacobs","Bioré","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
21,"Sí","Sí","Sí",1,12,1,1,1,1,0,2000,3500,500,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,30,90,30,7,"Exclusividad","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Lancomê","CH","Lancomê","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",1
29,"Sí","Sí","Sí",1,6,3,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,30,90,0,30,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","CH","cicatricure","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
45,"Sí","Sí","Sí",1,6,6,0,0,0,1,500,500,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,0,0,7,"Un precio alto","Me gustan los placeres de la vida","Me gusta adelantarme a las tendencias y ser pionera","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","CH","mary kay","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",1
42,"Sí","Sí","Sí",1,6,3,1,0,0,0,500,3500,500,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,30,30,90,0,15,"Calidad excepcional","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Lancomê","212 VIP","Lancomê","Sí","No","Sí","Casada","Sí","Báscio / Ensino Fundamental","EMPLEADA",1
24,"Sí","Sí","Sí",3,6,6,1,1,0,1,2000,2000,2000,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,90,90,90,30,7,"Un precio alto","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","MAC","CK one","Biotherm","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
