"Age","Used.Last.Month.Cosmetics","Used.Last.Month.Perfumes","Used.Last.Month.Skincare","Purchase.Frequency.Cosmetics","Purchase.Frequency.Perfumes","Purchase.Frequency.Skincare","POS.Department.Stores","POS.Boutiques","POS.Duty.Free","POS.Online","Purchase.Amount.Cosmetics","Purchase.Amount.Perfumes","Purchase.Amount.Skincare","Purchase.Touchpoint.Friends.and.Family.Cosmetics","Purchase.Touchpoint.Friends.and.Family.Perfumes","Purchase.Touchpoint.Friends.and.Family.Skincare","Purchase.Touchpoint.Magazines.Cosmetics","Purchase.Touchpoint.Magazines.Perfumes","Purchase.Touchpoint.Magazines.Skincare","Purchase.Touchpoint.Web.Sites.and.Blogs.Cosmetics","Purchase.Touchpoint.Web.Sites.and.Blogs.Perfumes","Purchase.Touchpoint.Web.Sites.and.Blogs.Skincare","Purchase.Touchpoint.POS.Cosmetics","Purchase.Touchpoint.POS.Perfumes","Purchase.Touchpoint.POS.Skincare","Purchase.Touchpoint.Social.Media.Cosmetics","Purchase.Touchpoint.Social.Media.Perfumes","Purchase.Touchpoint.Social.Media.Skincare","Purchase.Touchpoint.TV.Cosmetics","Purchase.Touchpoint.TV.Perfumes","Purchase.Touchpoint.TV.Skincare","Purchase.Touchpoint.OOH.Cosmetics","Purchase.Touchpoint.OOH.Perfumes","Purchase.Touchpoint.OOH.Skincare","Purchase.Touchpoint.Online.Display.Cosmetics","Purchase.Touchpoint.Online.Display.Perfumes","Purchase.Touchpoint.Online.Display.Skincare","Activity.Frequency.Restaurants","Activity.Frequency.Movie.Theater","Activity.Frequency.Theater.and.Shows","Activity.Frequency.Bars.and.Night.Clubs","Activity.Frequency.Excercise","Actitude.Luxury.Category","Actitude.Luxury.Purchases","Actitude.Tendencies.Cosmetics","Actitude.Tendencies.Perfumes","Actitude.Tendencies.Skincare","Brand.Identification.Cosmetics","Brand.Identification.Perfumes","Brand.Identification.Skincare","Purchase.Chanel.Cosmetics","Purchase.Chanel.Perfumes","Purchase.Chanel.Skincare","Marital.Status","Motherhood.Status","Educational.Level","Occupation","Socioeconomic.Status"
36,"Sí","Sí","Sí",6,12,3,0,1,0,1,500,500,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,90,0,7,"Un precio alto","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Otra. ¿Cuál?","Fragancias naturales","Mary Kay","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
52,"Sí","Sí","Sí",1,1,1,1,0,1,0,5000,5000,5000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,15,15,15,15,"Exclusividad","Me gusta ser diferente","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Estée Lauder","212 VIP","Lancomê","Sí","Sí","Sí","Soltera","No","Báscio / Ensino Fundamental","PROFESIONISTA",2
27,"Sí","Sí","Sí",6,12,12,1,0,0,0,2000,2000,500,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,7,30,0,15,7,"Calidad excepcional","He trabajado duro para tenerlos","Me gusta adoptar rápidamente las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","MAC","J'adore","Mary Kay","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
43,"Sí","Sí","Sí",6,12,3,1,0,0,0,500,2000,500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,90,90,90,7,"Un precio alto","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Clinique","No. 5","Estée Lauder","No","No","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
50,"No","No","Sí",6,12,1,1,0,0,0,500,500,500,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,30,90,0,0,7,"Un precio alto","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","Coco Mademoiselle","Chanel","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",1
34,"Sí","Sí","Sí",3,6,3,1,0,1,1,500,2000,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,30,30,30,7,"Un precio alto","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Estée Lauder","five av","Clinique","No","No","No","Casada","Sí","Posgrado / Pós-graduação","PROFESIONISTA",1
20,"Sí","Sí","Sí",3,3,3,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,30,0,0,7,"Prestigio","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Otra. ¿Cuál?","perry ellis","cualquiera que sea recetado por dermatologos","No","No","No","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",1
28,"Sí","Sí","Sí",6,6,1,1,0,0,0,500,500,500,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,90,30,90,90,7,"Prestigio","He trabajado duro para tenerlos","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Clinique","Acqua di Gioia","Clinique","No","No","No","Casada","Sí","Báscio / Ensino Fundamental","PROFESIONISTA",1
45,"Sí","Sí","Sí",1,3,1,1,1,0,1,500,2000,500,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,7,7,15,30,7,"Calidad excepcional","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Lancomê","CH","Clarins","Sí","Sí","Sí","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
30,"Sí","Sí","Sí",6,6,3,1,0,0,0,500,500,500,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,15,30,90,30,7,"Calidad excepcional","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","MAC","Ck one","Clarins","No","No","No","Casada","No","Licenciatura / Ensino Superior","ASISTENTE ADMINISTRATIVO",2
24,"Sí","Sí","Sí",1,6,1,1,0,0,0,500,2000,500,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,30,15,90,90,90,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","MAC","five avenue","Bioré","No","No","No","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",2
31,"Sí","Sí","Sí",3,6,6,1,1,0,0,500,2000,2000,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,7,15,90,90,7,"Calidad excepcional","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Lancomê","Daisy","Clarins","No","No","No","Casada","Sí","Posgrado / Pós-graduação","PROFESIONISTA",2
46,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,3500,2000,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,30,7,90,90,7,"Un precio alto","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Clinique","Amarige","Clinique","Sí","Sí","No","Casada","Sí","Posgrado / Pós-graduação","PROFESIONISTA",1
22,"Sí","Sí","No",3,12,3,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,30,30,0,90,7,"Un precio alto","He trabajado duro para tenerlos","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Chanel","Amor amor","Clinique","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
34,"Sí","No","Sí",3,0,1,1,0,0,1,500,500,2000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,30,30,30,30,"Prestigio","Me gustan los placeres de la vida","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Clinique","Coco Mademoiselle","Clinique","Sí","Sí","Sí","Soltera","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
24,"Sí","Sí","Sí",3,6,6,1,1,0,0,500,500,500,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,90,90,90,90,0,"Un precio alto","Me gustan los placeres de la vida","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","MAC","Acqua di Gioia","Biotherm","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
23,"Sí","Sí","Sí",1,3,3,1,1,0,0,500,2000,2000,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,7,7,30,15,0,"Calidad excepcional","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Clinique","CH","Clinique","Sí","No","Sí","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
28,"Sí","Sí","Sí",1,3,3,1,0,0,0,500,500,500,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,15,15,30,90,15,"Prestigio","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Lancomê","Cool Water","Clinique","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
47,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,500,500,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7,30,0,0,7,"Calidad excepcional","Me gusta sentirme bien","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","Light Blue de Dolce & Gabana","Garnier y Loreal","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
29,"Sí","Sí","Sí",1,6,1,1,0,0,0,500,500,500,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,30,90,0,90,0,"Exclusividad","Me gusta sentirme bien","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","MAC","212 VIP","Biotherm","No","Sí","Sí","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",2
32,"Sí","Sí","Sí",1,1,6,1,0,0,0,500,3500,500,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,90,90,0,90,15,"Un precio alto","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Clinique","CH","Clinique","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
48,"Sí","Sí","Sí",1,3,3,1,0,0,1,2000,2000,500,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,7,15,30,90,7,"Prestigio","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Generalmente estoy poco familiarizada con las nuevas tendencias","Clinique","Amarige","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
26,"Sí","Sí","Sí",3,3,3,1,0,0,1,500,2000,500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,7,90,15,7,"Prestigio","Me gustan los placeres de la vida","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","MAC","Bright Crystal by Versace","Lancomê","No","No","No","Soltera","No","Licenciatura / Ensino Superior","DESEMPLEADA",2
52,"Sí","Sí","Sí",12,0,12,1,0,0,0,500,500,2000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,"Un precio alto","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","Diamonds","Avene","No","No","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
47,"Sí","Sí","Sí",3,6,1,1,0,0,0,500,2000,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,30,90,90,7,"Calidad excepcional","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Chanel","No. 5","Lancomê","No","No","No","Casada","No","Posgrado / Pós-graduação","PROFESIONISTA",2
36,"Sí","Sí","Sí",3,6,6,1,0,0,0,500,2000,3500,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,15,30,15,15,15,"Calidad excepcional","Estoy acostumbrada a ellos","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Clinique","Coco Mademoiselle","Chanel","No","Sí","Sí","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
42,"Sí","Sí","Sí",3,12,3,1,0,0,0,500,500,500,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,30,90,0,0,0,"Exclusividad","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Estée Lauder","No. 5","Clinique","No","Sí","No","Casada","No","Posgrado / Pós-graduação","PROFESIONISTA",1
20,"Sí","Sí","Sí",6,12,6,1,0,1,1,500,2000,2000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,30,30,0,90,7,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Clinique","Can Can","Clinique","No","Sí","Sí","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",1
21,"Sí","Sí","Sí",6,12,6,1,0,0,0,500,500,500,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,15,15,90,30,15,"Exclusividad","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","MAC","Acqua di Gioia","Biotherm","No","No","No","Soltera","No","Báscio / Ensino Fundamental","ESTUDIANTE",1
32,"Sí","Sí","Sí",6,3,3,0,0,0,1,500,500,500,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,90,30,90,30,0,"Exclusividad","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","Halloween","Natura","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
42,"Sí","No","Sí",3,6,3,1,1,0,0,500,2000,2000,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,15,15,90,90,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Chanel","Boss Jour","Biotherm","Sí","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",2
47,"Sí","Sí","Sí",3,3,1,1,1,0,0,500,2000,500,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,30,15,0,90,0,"Un precio alto","He trabajado duro para tenerlos","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Chanel","No. 5","Lancomê","No","Sí","No","Casada","Sí","Báscio / Ensino Fundamental","AMA DE CASA",1
23,"Sí","Sí","Sí",1,1,1,1,1,1,0,500,2000,500,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,30,15,90,30,7,"Prestigio","Me gusta sentirme bien","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Dior","J'adore","Lancomê","No","Sí","No","Soltera","No","Báscio / Ensino Fundamental","ESTUDIANTE",1
35,"Sí","Sí","Sí",6,1,3,1,0,0,0,500,500,500,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15,30,90,0,7,"Un precio alto","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","MAC","CH","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",1
23,"Sí","Sí","No",1,12,6,1,0,0,0,500,500,500,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,30,30,30,7,7,"Un precio alto","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","MAC","212 VIP","Clarins","No","No","No","Soltera","No","Licenciatura / Ensino Superior","DESEMPLEADA",1
28,"Sí","Sí","Sí",1,1,1,1,1,0,1,500,2000,500,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,7,7,15,7,7,"Exclusividad","Me gusta sentirme bien","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Dior","CH","Biotherm","Sí","Sí","Sí","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
27,"Sí","Sí","Sí",1,1,1,1,0,0,0,500,2000,500,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,7,30,90,0,90,"Calidad excepcional","Busco la mejor calidad","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Clinique","Chance","Biotherm","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","EMPLEADA DE GOBIERNO",2
33,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,500,500,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,30,30,90,0,7,"Un precio alto","He trabajado duro para tenerlos","Me gusta adoptar rápidamente las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","MAC","ck","roche","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",1
28,"Sí","Sí","Sí",6,12,3,1,0,0,0,500,2000,500,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,30,15,90,30,7,"Exclusividad","Me gusta sentirme bien","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Chanel","212 VIP","Clinique","Sí","No","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
40,"Sí","Sí","Sí",3,6,3,1,0,1,0,500,2000,500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,15,30,7,7,"Exclusividad","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","MAC","212 VIP","Biotherm","Sí","Sí","No","Casada","Sí","Posgrado / Pós-graduação","PROFESIONISTA",2
31,"Sí","Sí","Sí",1,1,1,1,0,0,0,500,2000,500,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,15,7,7,7,"Prestigio","Estoy acostumbrada a ellos","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","MAC","J'adore","Lancomê","Sí","Sí","Sí","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
30,"Sí","Sí","Sí",1,1,1,0,1,0,1,500,500,500,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,90,15,30,7,7,"Exclusividad","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Clinique","CH","Clinique","No","No","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
20,"Sí","Sí","Sí",6,12,6,1,1,0,0,2000,500,500,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,30,30,90,90,15,"Prestigio","Me gustan los placeres de la vida","Me gusta adelantarme a las tendencias y ser pionera","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Otra. ¿Cuál?","Acqua di Gioia","Lancomê","No","No","No","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",1
28,"Sí","Sí","Sí",3,12,3,1,0,0,1,500,2000,2000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,15,30,90,7,7,"Calidad excepcional","Me gusta sentirme bien","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","MAC","Loverdose","Ahal","No","Sí","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
30,"Sí","Sí","Sí",6,6,1,1,0,1,0,500,2000,2000,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,7,7,30,15,7,"Prestigio","Me gusta demostrar mi estatus","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Otra. ¿Cuál?","Cool Water","Biotherm","No","Sí","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
26,"Sí","Sí","Sí",1,12,3,1,0,0,1,500,2000,500,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,30,7,0,0,90,"Un precio alto","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Estée Lauder","In love Lancome","yves rocher","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
18,"Sí","Sí","Sí",6,6,6,1,0,0,1,500,2000,2000,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,90,30,15,0,7,"Calidad excepcional","Me gusta sentirme bien","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Estée Lauder","Disel","Nerium","No","Sí","No","Soltera","No","Báscio / Ensino Fundamental","PROFESIONISTA",1
30,"Sí","Sí","Sí",1,3,1,1,1,1,1,5000,3500,3500,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,15,15,7,7,"Calidad excepcional","Me gusta sentirme bien","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Chanel","Coco Mademoiselle","Kiehls","Sí","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
20,"Sí","Sí","Sí",1,6,3,1,1,0,0,500,500,2000,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,15,7,30,15,7,"Prestigio","He trabajado duro para tenerlos","Me gusta adelantarme a las tendencias y ser pionera","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Chanel","212 VIP","Clinique","Sí","No","No","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",2
38,"Sí","Sí","Sí",6,12,6,1,0,0,0,500,2000,500,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,30,90,90,90,7,"Un precio alto","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","CKlein","Ives Rocher, The Body Shop","No","No","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
27,"Sí","Sí","Sí",1,3,3,1,0,0,0,500,2000,500,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,90,30,90,90,7,"Exclusividad","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","MAC","Cool Water","Clinique","Sí","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
29,"Sí","Sí","Sí",6,12,3,1,0,0,0,500,2000,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,15,90,0,30,"Exclusividad","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","Paris Hilton","Yves Rocher","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
